GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000078269	6	158402888	158520208	491	60	406278	0.21637	0.41435	SYNJ2
ENSG00000122335	6	158530536	158589312	164	29	394875	0.56406	0.28636	SERAC1
ENSG00000272047	6	158589384	158620376	90	16	391127	-0.32426	0.62713	GTF2H5
ENSG00000130338	6	158733692	158932860	883	43	400349	1.4575	0.072493	TULP4
ENSG00000146433	6	158957468	159056460	497	43	380349	0.055219	0.47798	TMEM181
ENSG00000214239	6	159047471	159049322	11	4	254695	-0.0059429	0.50237	AL591025.1
ENSG00000146425	6	159057506	159065771	26	11	407583	-0.26312	0.60377	DYNLT1
ENSG00000164674	6	159071046	159185908	547	65	403586	0.56881	0.28474	SYTL3
ENSG00000092820	6	159186773	159240444	282	19	403202	-1.1025	0.86488	EZR
ENSG00000203711	6	159290971	159331385	197	38	388841	0.18862	0.42519	C6orf99
ENSG00000130363	6	159393903	159421219	183	9	418463	-0.35183	0.63752	RSPH3
ENSG00000164691	6	159455500	159466184	51	9	432669	-1.3417	0.91016	TAGAP
ENSG00000164694	6	159590429	159693141	441	21	388542	0.75389	0.22546	FNDC1
ENSG00000112096	6	160090089	160183561	424	40	354728	0.85295	0.19684	SOD2
ENSG00000146457	6	160146617	160177351	112	24	421930	0.53592	0.29601	WTAP
ENSG00000120437	6	160181360	160200144	97	18	408748	0.72481	0.23428	ACAT2
ENSG00000120438	6	160199530	160210781	43	11	414608	1.2533	0.10504	TCP1
ENSG00000112110	6	160210844	160219468	61	8	394461	0.54233	0.2938	MRPL18
ENSG00000146453	6	160221298	160241736	91	25	411240	0.49175	0.31145	PNLDC1
ENSG00000130368	6	160327974	160329108	3	2	413487	-1.8544	0.96816	MAS1
ENSG00000197081	6	160390131	160534539	511	68	405705	-0.37033	0.64443	IGF2R
ENSG00000175003	6	160542821	160579750	145	38	407931	0.60634	0.27214	SLC22A1
ENSG00000112499	6	160592093	160698670	465	46	389170	-0.32991	0.62927	SLC22A2
ENSG00000146477	6	160769300	160876014	399	44	416083	-0.34765	0.63595	SLC22A3
ENSG00000198670	6	160952515	161087407	430	44	371942	1.0413	0.14886	LPA
ENSG00000122194	6	161123270	161174347	219	32	398117	1.5242	0.063731	PLG
ENSG00000085511	6	161412759	161538417	511	34	405411	0.8756	0.19063	MAP3K4
ENSG00000026652	6	161551011	161695093	587	64	401101	0.28751	0.38686	AGPAT4
ENSG00000185345	6	161768452	163148803	6496	320	381744	-1.6054	0.94579	PARK2
ENSG00000112530	6	163148164	163736524	2500	169	396864	-0.96015	0.83151	PACRG
ENSG00000225683	6	163586446	163612840	121	22	404854	-1.0783	0.85956	AL078585.1
ENSG00000112531	6	163835032	163999628	400	27	412654	0.855	0.19628	QKI
ENSG00000112539	6	165693153	165723096	102	15	372276	0.46677	0.32033	C6orf118
ENSG00000112541	6	165740776	166400091	3080	241	389401	-0.51954	0.69831	PDE10A
ENSG00000256391	6	166307330	166309725	18	4	426249	2.3349	0.0097747	SDIM1
ENSG00000164458	6	166571144	166582188	64	13	412297	1.0381	0.14961	T
ENSG00000176381	6	166719168	166721936	12	4	426199	0.62074	0.26739	PRR18
ENSG00000198818	6	166733216	166756079	61	9	388527	-0.54554	0.70731	SFT2D1
ENSG00000060762	6	166778407	166796486	27	4	380568	0.22749	0.41002	MPC1
ENSG00000071242	6	166822852	167319939	2423	195	358841	-0.52567	0.70044	RPS6KA2
ENSG00000269048	6	166945369	166947709	15	4	347155	-0.77371	0.78045	Z98049.1
ENSG00000249141	6	167271582	167369612	396	55	384469	0.49015	0.31202	RP11-514O12.4
ENSG00000026297	6	167342992	167370679	127	32	371721	0.21831	0.4136	RNASET2
ENSG00000213066	6	167412670	167466201	326	14	416494	-0.50443	0.69302	FGFR1OP
ENSG00000112486	6	167525295	167553184	139	30	360776	-0.4363	0.66869	CCR6
ENSG00000166984	6	167559902	167610401	237	43	282231	-0.29276	0.61515	TCP10L2
ENSG00000120436	6	167569759	167571817	6	4	425012	0.19422	0.423	GPR31
ENSG00000112494	6	167684657	167729507	357	45	364197	0.50754	0.30589	UNC93A
ENSG00000120440	6	167738574	167772991	157	31	383023	-0.24996	0.59869	TTLL2
ENSG00000203690	6	167770521	167797998	201	32	207517	-1.233	0.89122	TCP10
ENSG00000146521	6	168185217	168197539	87	19	364814	0.2354	0.40695	C6orf123
ENSG00000269155	6	168196210	168198927	15	6	372535	0.043553	0.48263	AL009178.1
ENSG00000130396	6	168227602	168372703	509	26	405192	2.2426	0.012462	MLLT4
ENSG00000125337	6	168396921	168445769	294	37	398723	1.3711	0.085167	KIF25
ENSG00000153303	6	168456425	168482237	155	26	358350	-1.0527	0.85375	FRMD1
ENSG00000164488	6	168693510	168720434	150	45	358324	1.0389	0.14943	DACT2
ENSG00000112562	6	168841831	169073984	1349	119	366103	0.66275	0.25374	SMOC2
ENSG00000186340	6	169615875	169654139	254	38	402555	0.28112	0.38931	THBS2
ENSG00000184465	6	169857307	170102159	1092	45	409121	-0.014558	0.50581	WDR27
ENSG00000185127	6	170102233	170106401	10	6	432365	-0.079456	0.53167	C6orf120
ENSG00000130024	6	170104001	170124151	45	13	437404	0.16954	0.43269	PHF10
ENSG00000184786	6	170140210	170151655	43	10	432412	0.79046	0.21463	TCTE3
ENSG00000130023	6	170151718	170181680	115	17	429330	0.50374	0.30722	ERMARD
ENSG00000198719	6	170591294	170599561	23	8	354153	0.63588	0.26243	DLL1
ENSG00000112584	6	170599791	170716153	449	33	384969	-1.0011	0.84161	FAM120B
ENSG00000008018	6	170844205	170862429	65	9	436602	0.60607	0.27224	PSMB1
ENSG00000112592	6	170863390	170881958	45	7	429423	0.46456	0.32112	TBP
ENSG00000071994	6	170884383	170893780	27	6	423727	0.76586	0.22188	PDCD2
ENSG00000177706	7	192969	300711	401	46	260302	-0.11492	0.54575	FAM20C
ENSG00000249852	7	227554	229557	29	10	394421	-0.15556	0.56181	AC145676.2
ENSG00000197461	7	536895	559933	95	16	336515	-0.20456	0.58104	PDGFA
ENSG00000188191	7	588834	767287	908	70	325519	1.2492	0.10579	PRKAR1B
ENSG00000164818	7	766338	829190	379	32	386295	0.32514	0.37254	HEATR2
ENSG00000164828	7	855528	936072	575	43	388410	0.49686	0.30965	SUN1
ENSG00000239857	7	916189	936073	141	34	370578	0.82337	0.20515	GET4
ENSG00000105963	7	937540	995043	433	80	328202	1.8557	0.031751	ADAP1
ENSG00000240230	7	938415	1015235	584	83	346949	2.3033	0.010631	COX19
ENSG00000073067	7	1022835	1029276	35	14	379321	0.83068	0.20308	CYP2W1
ENSG00000146540	7	1036622	1177896	1157	49	355077	0.76745	0.22141	C7orf50
ENSG00000164849	7	1084212	1098897	139	25	418786	0.58116	0.28057	GPR146
ENSG00000164850	7	1121844	1133451	68	19	424677	0.43325	0.33242	GPER1
ENSG00000178381	7	1191707	1200395	81	19	373975	1.2752	0.10111	ZFAND2A
ENSG00000164853	7	1272543	1276954	8	3	432368	-0.77887	0.78197	UNCX
ENSG00000164877	7	1468101	1499138	156	24	342374	-0.0069403	0.50277	MICALL2
ENSG00000164880	7	1509913	1545489	159	11	395172	0.60576	0.27234	INTS1
ENSG00000198517	7	1570350	1582679	46	10	418964	4.0868	2.1867e-05	MAFK
ENSG00000164855	7	1581871	1600457	88	14	357817	4.6394	1.7471e-06	TMEM184A
ENSG00000157778	7	1606966	1610641	17	5	423527	1.3703	0.085301	PSMG3
ENSG00000225968	7	1727755	1787590	226	36	395838	0.72649	0.23377	ELFN1
ENSG00000205971	7	1732446	1733961	7	4	429449	0.73881	0.23001	AC074389.6
ENSG00000002822	7	1855429	2272878	3009	60	389025	-1.0591	0.85522	MAD1L1
ENSG00000176349	7	1878222	1889567	102	16	392780	-0.37802	0.64729	AC110781.3
ENSG00000122687	7	2273866	2281840	33	13	409472	-0.5151	0.69676	FTSJ2
ENSG00000106268	7	2281857	2290781	76	20	361874	-0.20245	0.58022	NUDT1
ENSG00000106266	7	2291405	2393953	447	56	320780	-0.33863	0.63256	SNX8
ENSG00000106263	7	2393721	2420380	121	18	322668	-0.14255	0.55668	EIF3B
ENSG00000136213	7	2443223	2474242	75	14	392169	-0.45523	0.67553	CHST12
ENSG00000106003	7	2552163	2568811	65	24	321024	-0.70341	0.7591	LFNG
ENSG00000106009	7	2577511	2595361	110	20	397032	-0.26353	0.60393	BRAT1
ENSG00000106012	7	2598632	2654368	391	39	381238	0.94282	0.17289	IQCE
ENSG00000136295	7	2671585	2704436	108	27	324311	0.34491	0.36508	TTYH3
ENSG00000174945	7	2719156	2815134	658	61	367612	1.3697	0.085395	AMZ1
ENSG00000146535	7	2767746	2883958	695	34	402336	0.19699	0.42192	GNA12
ENSG00000198286	7	2945775	3083579	817	103	350109	0.67376	0.25023	CARD11
ENSG00000217455	7	3179868	3214287	282	36	382649	0.72768	0.2334	AC091801.1
ENSG00000146555	7	3341080	4308632	6303	173	403204	-0.60587	0.7277	SDK1
ENSG00000164916	7	4683388	4811074	528	83	362712	0.36697	0.35682	FOXK1
ENSG00000242802	7	4815253	4833943	162	21	380856	0.19064	0.4244	AP5Z1
ENSG00000157927	7	4836686	4923350	546	39	384747	1.6921	0.045318	RADIL
ENSG00000218823	7	4897364	4901625	18	6	414960	1.7959	0.036257	PAPOLB
ENSG00000136297	7	4945620	4998844	245	32	396152	-0.53583	0.70396	MMD2
ENSG00000272968	7	5023349	5112852	579	34	403609	-0.81884	0.79356	RBAK-RBAKDN
ENSG00000146587	7	5085452	5109119	144	25	408731	-0.86495	0.80647	RBAK
ENSG00000157954	7	5229819	5273457	226	45	412910	4.5422	2.7841e-06	WIPI2
ENSG00000164638	7	5314000	5346501	235	43	338620	0.33234	0.36982	SLC29A4
ENSG00000182095	7	5346421	5465045	538	79	344908	-0.34676	0.63561	TNRC18
ENSG00000155034	7	5470966	5553429	544	55	361145	0.31962	0.37463	FBXL18
ENSG00000075624	7	5566782	5603415	186	48	328241	-0.40163	0.65602	ACTB
ENSG00000075618	7	5632439	5646286	75	20	378246	0.35757	0.36033	FSCN1
ENSG00000011275	7	5659678	5821370	839	38	409620	1.1498	0.12511	RNF216
ENSG00000122543	7	5919458	5925993	47	15	383939	1.3822	0.083453	OCM
ENSG00000122674	7	5938356	5965605	140	28	85709	1.8598	0.031457	CCZ1
ENSG00000155026	7	5965181	6010314	66	26	41076	-0.72256	0.76502	RSPH10B
ENSG00000122512	7	6012870	6048756	160	30	338973	1.8877	0.029536	PMS2
ENSG00000106305	7	6048876	6063465	90	21	415035	2.0149	0.021959	AIMP2
ENSG00000086232	7	6061881	6098861	198	31	428761	1.0286	0.15184	EIF2AK1
ENSG00000157999	7	6071007	6076017	26	12	424915	1.462	0.071867	ANKRD61
ENSG00000106346	7	6144515	6201195	275	32	422094	-0.56987	0.71562	USP42
ENSG00000008256	7	6201407	6312275	425	41	395314	0.45927	0.32302	CYTH3
ENSG00000178397	7	6369040	6388612	102	25	296188	2.0123	0.022093	FAM220A
ENSG00000136238	7	6414154	6443608	180	31	382022	2.1719	0.014931	RAC1
ENSG00000164535	7	6448757	6523821	400	45	387257	1.353	0.088025	DAGLB
ENSG00000136240	7	6485584	6523873	186	39	379918	0.34407	0.3654	KDELR2
ENSG00000269781	7	6522922	6524873	6	4	372432	1.0116	0.15587	FLJ20306
ENSG00000215045	7	6537093	6591067	215	51	377673	0.95951	0.16865	GRID2IP
ENSG00000136247	7	6617065	6629005	41	9	417982	0.034054	0.48642	ZDHHC4
ENSG00000146576	7	6629648	6648357	72	11	421930	-1.1598	0.87693	C7orf26
ENSG00000236609	7	6655248	6663921	33	10	412317	-0.17739	0.5704	ZNF853
ENSG00000198580	7	6713376	6715991	15	6	434737	-0.36007	0.6406	AC073343.1
ENSG00000164631	7	6728064	6746554	72	18	340175	0.066384	0.47354	ZNF12
ENSG00000169402	7	6793740	6838996	47	19	17453	0.58008	0.28093	RSPH10B2
ENSG00000146574	7	6833765	6866401	81	17	41422	-0.14912	0.55927	CCZ1B
ENSG00000106392	7	7196565	7288282	643	36	400764	-1.273	0.8985	C1GALT1
ENSG00000215018	7	7395834	7575484	967	42	396033	-0.055685	0.5222	COL28A1
ENSG00000164654	7	7606503	7648560	252	25	380834	-0.40403	0.65691	MIOS
ENSG00000106399	7	7676149	7758238	360	29	391531	-0.65442	0.74358	RPA3
ENSG00000219545	7	7680342	8043689	1969	180	389127	1.1483	0.12542	RPA3-AS1
ENSG00000106415	7	8008425	8133902	548	30	400568	2.756	0.0029259	GLCCI1
ENSG00000003147	7	8152814	8302317	738	94	392658	1.5248	0.063654	ICA1
ENSG00000122584	7	8473585	8792593	1730	89	374630	0.41579	0.33878	NXPH1
ENSG00000189043	7	10971578	10979883	45	14	423996	-0.073149	0.52916	NDUFA4
ENSG00000106443	7	11013499	11209250	653	39	414166	-0.77509	0.78086	PHF14
ENSG00000005108	7	11409984	11871824	2346	156	389537	0.047118	0.48121	THSD7A
ENSG00000106460	7	12250867	12282993	265	14	411971	4.075	2.301e-05	TMEM106B
ENSG00000146530	7	12370511	12443567	426	35	416052	-0.26072	0.60285	VWDE
ENSG00000006747	7	12610203	12693228	411	61	400252	0.84919	0.19789	SCIN
ENSG00000122644	7	12726481	12730559	20	8	421979	0.79612	0.21298	ARL4A
ENSG00000006468	7	13930853	14031050	492	67	400578	0.32427	0.37287	ETV1
ENSG00000136267	7	14184674	15014402	3747	198	382123	-0.50027	0.69156	DGKB
ENSG00000187546	7	15239943	15601640	1677	114	399078	-0.96186	0.83194	AGMO
ENSG00000106511	7	15650837	15726437	332	41	403205	-0.030132	0.51202	MEOX2
ENSG00000214960	7	16130817	16460947	1517	65	397870	0.17229	0.43161	ISPD
ENSG00000171243	7	16501106	16570205	363	39	411316	1.8182	0.034517	SOSTDC1
ENSG00000205858	7	16566505	16621193	262	41	411946	-1.4638	0.92838	LRRC72
ENSG00000106524	7	16639401	16685442	218	31	349505	-0.88934	0.81309	ANKMY2
ENSG00000136261	7	16685756	16746148	235	37	344449	-0.036392	0.51452	BZW2
ENSG00000106537	7	16793160	16824161	159	28	387035	0.83812	0.20098	TSPAN13
ENSG00000267906	7	16828866	16829246	1	1	17477	1.5424	0.06149	AC073333.1
ENSG00000106541	7	16831435	16873057	261	24	415026	-0.44746	0.67273	AGR2
ENSG00000173467	7	16899029	16921611	88	21	397313	0.29915	0.38241	AGR3
ENSG00000106546	7	17338246	17385776	98	33	393218	-1.9827	0.9763	AHR
ENSG00000071189	7	17830385	17980124	418	28	405362	0.59344	0.27644	SNX13
ENSG00000229937	7	18066405	18067486	2	1	431055	0.24835	0.40193	PRPS1L1
ENSG00000048052	7	18126572	19042039	3573	208	388936	-0.49987	0.69142	HDAC9
ENSG00000122691	7	19060614	19157295	422	33	334537	-0.70874	0.76076	TWIST1
ENSG00000146618	7	19184405	19185044	2	1	387075	-0.1063	0.54233	FERD3L
ENSG00000105849	7	19735085	19748710	49	13	438641	-1.3745	0.91535	TWISTNB
ENSG00000173452	7	19758933	19813221	258	22	407326	-0.3907	0.65199	TMEM196
ENSG00000183742	7	20174278	20257027	422	32	397316	-0.61855	0.73189	MACC1
ENSG00000105855	7	20370325	20455377	388	28	410599	2.1894	0.014284	ITGB8
ENSG00000004846	7	20654830	20816658	771	65	382632	-0.073829	0.52943	ABCB5
ENSG00000164651	7	20823906	20826505	4	2	421512	0.25481	0.39943	SP8
ENSG00000105866	7	21467652	21554440	409	44	414186	0.76225	0.22295	SP4
ENSG00000105877	7	21582833	21941457	2392	159	402750	1.1512	0.12482	DNAH11
ENSG00000164649	7	21940518	21985702	246	51	404563	0.18367	0.42714	CDCA7L
ENSG00000136237	7	22157856	22396763	927	75	420617	-0.98696	0.83817	RAPGEF5
ENSG00000105889	7	22459063	22672544	879	86	355727	0.64155	0.26058	STEAP1B
ENSG00000136244	7	22765503	22771621	28	8	392847	0.90756	0.18206	IL6
ENSG00000196683	7	22852251	22862470	74	11	433853	-0.14086	0.55601	TOMM7
ENSG00000122591	7	22980878	23053749	260	24	419993	-0.14899	0.55922	FAM126A
ENSG00000122550	7	23145353	23217533	273	16	411378	-0.88139	0.81095	KLHL7
ENSG00000214871	7	23210760	23234503	96	12	404111	-1.0448	0.85195	AC005082.1
ENSG00000136243	7	23221446	23240630	80	10	404729	-0.92567	0.82269	NUPL2
ENSG00000136235	7	23275586	23314727	175	11	402568	-1.0361	0.84993	GPNMB
ENSG00000156928	7	23338358	23351348	49	13	404201	-0.78138	0.78271	MALSU1
ENSG00000136231	7	23349828	23510086	574	81	382661	-0.009838	0.50392	IGF2BP3
ENSG00000164548	7	23544399	23571660	82	25	392054	0.5522	0.2904	TRA2A
ENSG00000169193	7	23636998	23684327	130	26	363791	0.24226	0.40429	CCDC126
ENSG00000188732	7	23719749	23742868	110	24	423106	-0.77973	0.78223	FAM221A
ENSG00000196335	7	23749786	23872132	630	37	384448	-0.72475	0.7657	STK31
ENSG00000122585	7	24323782	24331484	42	12	429246	0.052549	0.47905	NPY
ENSG00000105926	7	24612887	24733812	499	18	397272	-0.38111	0.64844	MPP6
ENSG00000105928	7	24737972	24809244	341	30	419572	0.1439	0.44279	DFNA5
ENSG00000070882	7	24836158	25021253	800	96	407281	0.27155	0.39298	OSBPL3
ENSG00000172115	7	25159710	25164980	18	10	394850	-0.99205	0.83941	CYCS
ENSG00000153790	7	25174316	25219975	278	22	416518	-0.44704	0.67258	C7orf31
ENSG00000105954	7	25264189	25268105	31	10	426065	0.65641	0.25578	NPVF
ENSG00000050344	7	26191860	26226745	120	19	364166	0.475	0.31739	NFE2L3
ENSG00000122566	7	26229547	26241149	38	13	417122	0.82676	0.20419	HNRNPA2B1
ENSG00000122565	7	26240782	26252976	42	13	401386	0.86316	0.19403	CBX3
ENSG00000086300	7	26331541	26413949	389	44	410890	0.27971	0.38985	SNX10
ENSG00000122548	7	26572740	26578407	36	10	441834	-1.1374	0.8723	KIAA0087
ENSG00000222004	7	26677490	26686889	48	10	375005	-0.43379	0.66778	C7orf71
ENSG00000005020	7	26706681	27034858	1141	33	407190	0.22026	0.41283	SKAP2
ENSG00000105991	7	27132612	27135615	7	4	365194	-0.24912	0.59836	HOXA1
ENSG00000105996	7	27139721	27142430	7	3	370815	0.16781	0.43337	HOXA2
ENSG00000105997	7	27145803	27192200	141	25	417000	0.35872	0.3599	HOXA3
ENSG00000197576	7	27168126	27170418	10	2	429476	-1.025	0.84732	HOXA4
ENSG00000106004	7	27180671	27183287	6	3	457434	0.91459	0.1802	HOXA5
ENSG00000106006	7	27185015	27190222	19	5	440050	1.221	0.11105	HOXA6
ENSG00000122592	7	27193335	27197555	14	7	420718	0.44869	0.32683	HOXA7
ENSG00000078399	7	27202054	27210117	20	9	400470	0.16363	0.43501	HOXA9
ENSG00000257184	7	27203154	27219632	37	15	400223	0.25122	0.40082	RP1-170O19.20
ENSG00000253293	7	27210210	27219880	18	9	405983	0.19803	0.42151	HOXA10
ENSG00000005073	7	27221129	27224842	10	6	318685	-0.32401	0.62704	HOXA11
ENSG00000106031	7	27233122	27239725	19	7	318928	-1.6611	0.95165	HOXA13
ENSG00000106038	7	27282164	27290112	19	8	403401	1.3268	0.092289	EVX1
ENSG00000106049	7	27565061	27702614	599	27	411110	-0.6643	0.74675	HIBADH
ENSG00000106052	7	27778950	27884183	346	46	425455	-0.73952	0.77021	TAX1BP1
ENSG00000153814	7	27870192	28220362	1429	124	404280	-0.095359	0.53799	JAZF1
ENSG00000146592	7	28338940	28865511	2100	206	401041	0.75288	0.22576	CREB5
ENSG00000106066	7	29034847	29235067	886	89	406910	1.2816	0.099991	CPVL
ENSG00000106069	7	29161890	29553944	1628	151	393863	0.57985	0.28101	CHN2
ENSG00000176532	7	29603427	29606911	15	8	444371	1.767	0.038614	PRR15
ENSG00000122574	7	29846102	29956682	522	52	406964	-0.40813	0.65841	WIPF3
ENSG00000136193	7	29959719	30029905	211	29	418961	0.59925	0.2745	SCRN1
ENSG00000106080	7	30050203	30066300	35	9	418255	-0.12721	0.55061	FKBP14
ENSG00000106086	7	30067020	30170096	309	17	371027	-0.027901	0.51113	PLEKHA8
ENSG00000180354	7	30174426	30202378	122	26	389009	0.99225	0.16054	MTURN
ENSG00000180233	7	30323923	30452118	314	46	377459	-0.18961	0.57519	ZNRF2
ENSG00000106100	7	30464143	30518400	159	26	385337	-0.11557	0.546	NOD1
ENSG00000006625	7	30536237	30591095	171	22	392374	0.81039	0.20886	GGCT
ENSG00000106105	7	30634297	30673649	122	20	435168	0.91251	0.18075	GARS
ENSG00000106113	7	30692200	30739745	165	38	375531	0.89716	0.18482	CRHR2
ENSG00000241644	7	30737601	30797218	276	45	386954	-0.01811	0.50722	INMT
ENSG00000254959	7	30791753	30931696	638	43	399633	-0.17989	0.57138	INMT-FAM188B
ENSG00000106125	7	30811033	30932002	538	35	401800	-0.59181	0.72301	FAM188B
ENSG00000250424	7	30893010	30963427	251	52	371524	-0.76297	0.77726	AQP1
ENSG00000240583	7	30893010	30965131	256	47	372938	-0.89163	0.81371	AQP1
ENSG00000106128	7	30978284	31032869	241	47	383770	-0.79802	0.78757	GHRHR
ENSG00000078549	7	31092076	31151089	195	46	392832	-1.1016	0.86469	ADCYAP1R1
ENSG00000164600	7	31377075	31380508	7	3	436569	-0.67846	0.75126	NEUROD6
ENSG00000180347	7	31553704	31698334	564	40	373342	0.86804	0.19269	CCDC129
ENSG00000106341	7	31726329	31748069	80	20	414317	1.8494	0.0322	PPP1R17
ENSG00000154678	7	31790793	32338941	2595	160	386918	-1.6242	0.94784	PDE1C
ENSG00000106355	7	32524951	32534895	58	12	425034	-0.37439	0.64594	LSM5
ENSG00000105778	7	32535038	33078516	2449	62	359889	2.3557	0.0092434	AVL9
ENSG00000170852	7	32907784	32933743	76	15	400668	1.883	0.02985	KBTBD2
ENSG00000122642	7	32997017	33046543	244	44	315625	0.15888	0.43688	FKBP9
ENSG00000122643	7	33053742	33102409	240	22	406716	2.418	0.0078035	NT5C3A
ENSG00000164610	7	33134409	33149013	64	14	408870	-0.14884	0.55916	RP9
ENSG00000122507	7	33168856	33645680	2084	83	388447	-0.24549	0.59696	BBS9
ENSG00000173862	7	33765593	33768068	8	4	431519	-0.89771	0.81533	RP11-89N17.1
ENSG00000164619	7	33944523	34195484	684	75	379672	0.52752	0.29892	BMPER
ENSG00000214841	7	34685709	34699772	84	18	389239	-0.65053	0.74232	AC005493.1
ENSG00000187258	7	34697851	34917944	1078	68	401573	-1.225	0.88971	NPSR1
ENSG00000173852	7	34968488	35077883	444	24	388259	0.0053681	0.49786	DPY19L1
ENSG00000164532	7	35242042	35293758	144	10	365087	0.77753	0.21842	TBX20
ENSG00000122557	7	35672269	35735181	207	31	395221	-0.27932	0.61	HERPUD2
ENSG00000122545	7	35840542	35944917	292	23	406724	-0.0071975	0.50287	SEPT7
ENSG00000205745	7	36118694	36125346	31	11	361333	-0.82094	0.79416	PP13004
ENSG00000122547	7	36192758	36341152	651	69	402711	-0.91777	0.82063	EEPD1
ENSG00000164542	7	36363830	36429734	211	35	409346	-0.88234	0.8112	KIAA0895
ENSG00000011426	7	36429415	36493400	248	41	397032	-0.32539	0.62756	ANLN
ENSG00000136250	7	36552456	36764154	797	82	378105	0.37002	0.35568	AOAH
ENSG00000155849	7	36893961	37488852	2453	163	392385	0.76648	0.2217	ELMO1
ENSG00000187037	7	37723399	37873390	677	51	400013	2.1591	0.015421	GPR141
ENSG00000086289	7	37723446	37991543	1441	82	402740	2.9388	0.0016474	EPDR1
ENSG00000086288	7	37888199	37940003	338	42	413226	2.6354	0.0042018	NME8
ENSG00000106483	7	37945543	38065297	598	61	407372	0.18494	0.42664	SFRP4
ENSG00000010270	7	38217824	38270272	193	25	390099	1.0441	0.14822	STARD3NL
ENSG00000078053	7	38423305	38671167	1382	86	408523	0.99995	0.15867	AMPH
ENSG00000164556	7	38724946	38726637	8	4	454797	1.29	0.098523	FAM183B
ENSG00000006715	7	38762563	38971994	920	41	419184	0.086694	0.46546	VPS41
ENSG00000106536	7	39017598	39532694	2021	90	408094	0.27743	0.39073	POU6F2
ENSG00000241127	7	39605975	39649919	213	33	421349	-0.85159	0.80278	YAE1D1
ENSG00000006451	7	39663082	39747723	248	44	412735	-0.88698	0.81246	RALA
ENSG00000065883	7	39989636	40136733	477	41	391163	-1.1862	0.88222	CDK13
ENSG00000168303	7	40165622	40174258	22	9	412737	0.029348	0.48829	MPLKIP
ENSG00000175600	7	40174575	40900362	1798	105	382108	-2.0493	0.97978	SUGCT
ENSG00000122641	7	41724712	41742706	30	12	390512	-0.49715	0.69046	INHBA
ENSG00000106571	7	42000548	42277469	1134	108	407888	-0.41986	0.66271	GLI3
ENSG00000136197	7	42948325	42951904	14	4	453415	0.68746	0.24589	C7orf25
ENSG00000256646	7	42948872	42971773	64	8	419734	0.32821	0.37138	PSMA2
ENSG00000106588	7	42956460	42971822	42	7	417072	0.31704	0.37561	PSMA2
ENSG00000106591	7	42971799	42988557	68	11	422908	-0.054499	0.52173	MRPL32
ENSG00000002746	7	43152198	43605600	1837	144	396653	-0.15086	0.55996	HECW1
ENSG00000164543	7	43622357	43666385	176	17	399061	0.5289	0.29844	STK17A
ENSG00000106603	7	43648055	43769316	457	24	417713	0.22402	0.41137	COA1
ENSG00000106605	7	43798279	43846939	128	23	388336	0.66073	0.25439	BLVRA
ENSG00000062582	7	43906157	43909492	11	5	379978	-0.16566	0.56579	MRPS24
ENSG00000270617	7	43906157	43946188	165	32	399009	-1.0326	0.8491	URGCP-MRPS24
ENSG00000106608	7	43915493	43966010	211	33	403819	-0.94571	0.82785	URGCP
ENSG00000078967	7	43966037	43995735	113	23	394657	-1.2196	0.8887	UBE2D4
ENSG00000136206	7	44040488	44049721	23	10	179958	-1.5832	0.94331	SPDYE1
ENSG00000136279	7	44084239	44109055	97	14	418555	-1.3956	0.91858	DBNL
ENSG00000164708	7	44102326	44105186	9	2	446523	-0.14969	0.55949	PGAM2
ENSG00000122678	7	44111846	44122139	37	11	413525	-0.48027	0.68448	POLM
ENSG00000106624	7	44143960	44154161	43	16	420057	-0.85422	0.80351	AEBP1
ENSG00000106628	7	44154286	44163957	35	13	380126	-1.145	0.87389	POLD2
ENSG00000106631	7	44178463	44180931	13	6	408253	0.37829	0.35261	MYL7
ENSG00000106633	7	44183872	44237769	241	51	400245	-0.32441	0.62719	GCK
ENSG00000106636	7	44240567	44253893	44	14	426195	-1.4785	0.93036	YKT6
ENSG00000058404	7	44256749	44374176	418	46	390948	-1.0641	0.85636	CAMK2B
ENSG00000015676	7	44418720	44530479	295	14	415947	-0.13417	0.55336	NUDCD3
ENSG00000015520	7	44552134	44580914	79	17	379105	-0.68344	0.75284	NPC1L1
ENSG00000136271	7	44605016	44614650	47	13	426348	0.28904	0.38628	DDX56
ENSG00000158604	7	44617493	44621886	20	8	414928	-0.11047	0.54398	TMED4
ENSG00000105953	7	44646171	44748665	298	31	392070	-0.33193	0.63003	OGDH
ENSG00000122515	7	44788180	44809477	51	18	414082	-0.66085	0.74565	ZMIZ2
ENSG00000196262	7	44836279	44864163	120	24	379406	-1.0452	0.85203	PPIA
ENSG00000105968	7	44866390	44887682	75	16	378869	-1.0965	0.86357	H2AFV
ENSG00000146676	7	44915896	44924960	15	8	394887	-0.70958	0.76102	PURB
ENSG00000136286	7	45002261	45018697	47	11	433948	1.4358	0.075533	MYO1G
ENSG00000136280	7	45039074	45116068	326	24	417873	0.99939	0.1588	CCM2
ENSG00000136274	7	45120037	45128513	37	10	354915	0.54732	0.29208	NACAD
ENSG00000136270	7	45139699	45151646	58	17	413130	0.85199	0.19711	TBRG4
ENSG00000122679	7	45197390	45225901	227	14	416481	-0.28947	0.61389	RAMP3
